year_id,team_id,fran_id,elo_n
1980,ATL,Hawks,1582.3186586206898
1980,BOS,Celtics,1603.6862659340661
1980,CHI,Bulls,1418.8712060975606
1980,CLE,Cavaliers,1452.1828841463416
1980,DEN,Nuggets,1447.595318292683
1980,DET,Pistons,1362.2502365853659
1980,GSW,Warriors,1428.819457317073
1980,HOU,Rockets,1506.0860898876413
1980,IND,Pacers,1477.249406097561
1980,KCK,Kings,1569.431914117647
1980,LAL,Lakers,1625.2270387755102
1980,MIL,Bucks,1560.95645505618
1980,NJN,Nets,1441.9012585365851
1980,NYK,Knicks,1456.6374853658535
1980,PHI,Sixers,1621.905455
1980,PHO,Suns,1597.4263966666667
1980,POR,Trailblazers,1530.4879094117655
1980,SAS,Spurs,1511.2139435294123
1980,SDC,Clippers,1468.3203792682925
1980,SEA,Thunder,1632.3038587628869
1980,UTA,Jazz,1367.076536585366
1980,WSB,Wizards,1462.3558952380952
1981,ATL,Hawks,1472.0622890243899
1981,BOS,Celtics,1674.9213131313131
1981,CHI,Bulls,1505.6026204545458
1981,CLE,Cavaliers,1436.3280951219513
1981,DAL,Mavericks,1240.4097524390245
1981,DEN,Nuggets,1434.2031573170734
1981,DET,Pistons,1296.2981670731706
1981,GSW,Warriors,1472.9594195121954
1981,HOU,Rockets,1491.728290291263
1981,IND,Pacers,1524.0026190476194
1981,KCK,Kings,1501.093218556701
1981,LAL,Lakers,1637.2684800000002
1981,MIL,Bucks,1652.0975101123593
1981,NJN,Nets,1379.1170829268297
1981,NYK,Knicks,1537.3628714285715
1981,PHI,Sixers,1693.6547193877554
1981,PHO,Suns,1635.902796629214
1981,POR,Trailblazers,1495.4662388235297
1981,SAS,Spurs,1550.2741629213485
1981,SDC,Clippers,1437.8874512195116
1981,SEA,Thunder,1488.2522170731704
1981,UTA,Jazz,1378.845524390244
1981,WSB,Wizards,1488.0128548780485
1982,ATL,Hawks,1480.719410714286
1982,BOS,Celtics,1676.5398968085108
1982,CHI,Bulls,1483.3606073170736
1982,CLE,Cavaliers,1317.2951146341463
1982,DAL,Mavericks,1338.243474390244
1982,DEN,Nuggets,1502.8964176470586
1982,DET,Pistons,1466.624065853658
1982,GSW,Warriors,1510.163452439024
1982,HOU,Rockets,1514.777377647059
1982,IND,Pacers,1484.4129804878046
1982,KCK,Kings,1418.6889682926826
1982,LAL,Lakers,1614.3281822916667
1982,MIL,Bucks,1638.6591750000005
1982,NJN,Nets,1462.2378321428575
1982,NYK,Knicks,1484.1937317073173
1982,PHI,Sixers,1658.705874757281
1982,PHO,Suns,1558.87328764045
1982,POR,Trailblazers,1516.5549158536585
1982,SAS,Spurs,1539.1011373626377
1982,SDC,Clippers,1375.898059756097
1982,SEA,Thunder,1557.6203122222216
1982,UTA,Jazz,1355.5816890243898
1982,WSB,Wizards,1528.8602898876402
1983,ATL,Hawks,1506.2670999999998
1983,BOS,Celtics,1654.1035786516845
1983,CHI,Bulls,1416.6005524390248
1983,CLE,Cavaliers,1292.6508012195115
1983,DAL,Mavericks,1462.7265902439021
1983,DEN,Nuggets,1513.7299622222224
1983,DET,Pistons,1492.1175621951224
1983,GSW,Warriors,1443.9453304878048
1983,HOU,Rockets,1322.8947280487803
1983,IND,Pacers,1370.1781731707317
1983,KCK,Kings,1479.909070731707
1983,LAL,Lakers,1654.0810484536078
1983,MIL,Bucks,1607.7712307692318
1983,NJN,Nets,1570.3029047619045
1983,NYK,Knicks,1503.49435
1983,PHI,Sixers,1718.299387368421
1983,PHO,Suns,1583.83230117647
1983,POR,Trailblazers,1529.5807764044941
1983,SAS,Spurs,1561.9826172043001
1983,SDC,Clippers,1352.2386280487804
1983,SEA,Thunder,1558.4558178571428
1983,UTA,Jazz,1387.2181060975608
1983,WSB,Wizards,1512.0590109756104
1984,ATL,Hawks,1483.1517459770114
1984,BOS,Celtics,1647.147539047619
1984,CHI,Bulls,1414.0247036585363
1984,CLE,Cavaliers,1388.952906097561
1984,DAL,Mavericks,1498.3755510869564
1984,DEN,Nuggets,1491.75197816092
1984,DET,Pistons,1543.8528574712648
1984,GSW,Warriors,1431.9211670731704
1984,HOU,Rockets,1379.290775609756
1984,IND,Pacers,1369.959651219512
1984,KCK,Kings,1481.981788235294
1984,LAL,Lakers,1594.01892815534
1984,MIL,Bucks,1581.8321479591832
1984,NJN,Nets,1546.239167741935
1984,NYK,Knicks,1592.892203191489
1984,PHI,Sixers,1628.75257816092
1984,PHO,Suns,1523.1909020202022
1984,POR,Trailblazers,1563.2416873563213
1984,SAS,Spurs,1506.6806524390247
1984,SDC,Clippers,1400.2149890243904
1984,SEA,Thunder,1507.3205597701153
1984,UTA,Jazz,1492.8472010752691
1984,WSB,Wizards,1487.4012000000007
1985,ATL,Hawks,1470.7965524390238
1985,BOS,Celtics,1686.3284504854369
1985,CHI,Bulls,1448.46501627907
1985,CLE,Cavaliers,1415.781413953488
1985,DAL,Mavericks,1523.1990720930226
1985,DEN,Nuggets,1554.5723422680403
1985,DET,Pistons,1573.0211769230773
1985,GSW,Warriors,1358.2443292682926
1985,HOU,Rockets,1500.3409919540227
1985,IND,Pacers,1379.4785731707318
1985,KCK,Kings,1423.1980743902443
1985,LAC,Clippers,1412.2165573170737
1985,LAL,Lakers,1663.0926930693065
1985,MIL,Bucks,1642.3740944444455
1985,NJN,Nets,1521.723783529412
1985,NYK,Knicks,1432.2989939024387
1985,PHI,Sixers,1635.4873389473687
1985,PHO,Suns,1494.9452082352943
1985,POR,Trailblazers,1533.9490516483515
1985,SAS,Spurs,1491.7978413793107
1985,SEA,Thunder,1443.2775146341462
1985,UTA,Jazz,1495.013511956521
1985,WSB,Wizards,1493.917677906977
1986,ATL,Hawks,1529.0034824175825
1986,BOS,Celtics,1723.489248
1986,CHI,Bulls,1413.1156882352934
1986,CLE,Cavaliers,1475.1140170731712
1986,DAL,Mavericks,1524.2487510869566
1986,DEN,Nuggets,1554.8349206521737
1986,DET,Pistons,1532.9493488372098
1986,GSW,Warriors,1389.3861207317073
1986,HOU,Rockets,1561.4901264705886
1986,IND,Pacers,1398.5099353658536
1986,LAC,Clippers,1379.7971817073167
1986,LAL,Lakers,1693.3937270833328
1986,MIL,Bucks,1662.7913385416662
1986,NJN,Nets,1500.6704235294126
1986,NYK,Knicks,1370.2115695121945
1986,PHI,Sixers,1597.3493744680839
1986,PHO,Suns,1431.9185670731708
1986,POR,Trailblazers,1528.492303488373
1986,SAC,Kings,1442.6797752941177
1986,SAS,Spurs,1488.7626023529417
1986,SEA,Thunder,1424.705779268293
1986,UTA,Jazz,1496.509397674419
1986,WSB,Wizards,1483.4665517241378
1987,ATL,Hawks,1632.8475208791215
1987,BOS,Celtics,1701.8472961904768
1987,CHI,Bulls,1485.5218400000003
1987,CLE,Cavaliers,1414.26256097561
1987,DAL,Mavericks,1606.8414732558144
1987,DEN,Nuggets,1476.2833341176467
1987,DET,Pistons,1590.1796907216492
1987,GSW,Warriors,1466.500891304347
1987,HOU,Rockets,1531.810320652174
1987,IND,Pacers,1481.2700802325583
1987,LAC,Clippers,1309.476674390244
1987,LAL,Lakers,1687.776324
1987,MIL,Bucks,1606.329581914894
1987,NJN,Nets,1407.7667804878054
1987,NYK,Knicks,1371.833713414635
1987,PHI,Sixers,1544.749329885057
1987,PHO,Suns,1428.177326829268
1987,POR,Trailblazers,1546.2567593023255
1987,SAC,Kings,1415.138226829269
1987,SAS,Spurs,1387.0104463414632
1987,SEA,Thunder,1497.674671875
1987,UTA,Jazz,1511.1042206896548
1987,WSB,Wizards,1497.9044870588232
1988,ATL,Hawks,1611.2264382978722
1988,BOS,Celtics,1637.97155959596
1988,CHI,Bulls,1564.953238043478
1988,CLE,Cavaliers,1499.908626436782
1988,DAL,Mavericks,1591.9426747474747
1988,DEN,Nuggets,1551.1181903225802
1988,DET,Pistons,1642.6889885714284
1988,GSW,Warriors,1372.5937036585365
1988,HOU,Rockets,1551.622481395349
1988,IND,Pacers,1498.9581939024388
1988,LAC,Clippers,1269.886312195122
1988,LAL,Lakers,1680.2887849056601
1988,MIL,Bucks,1555.8397482758626
1988,NJN,Nets,1344.049601219512
1988,NYK,Knicks,1436.1974406976735
1988,PHI,Sixers,1490.483175609756
1988,PHO,Suns,1408.7156207317073
1988,POR,Trailblazers,1568.2623279069765
1988,SAC,Kings,1378.1000804878054
1988,SAS,Spurs,1407.3027717647062
1988,SEA,Thunder,1523.068357471265
1988,UTA,Jazz,1538.6155956989246
1988,WSB,Wizards,1479.7648551724137
1989,ATL,Hawks,1591.5445241379316
1989,BOS,Celtics,1536.398605882353
1989,CHH,Pelicans,1275.9170121951217
1989,CHI,Bulls,1559.5368808080805
1989,CLE,Cavaliers,1646.9600367816092
1989,DAL,Mavericks,1492.9972158536584
1989,DEN,Nuggets,1529.720142352942
1989,DET,Pistons,1671.6336888888886
1989,GSW,Warriors,1455.6442466666667
1989,HOU,Rockets,1513.7956593023255
1989,IND,Pacers,1418.8300256097561
1989,LAC,Clippers,1273.777630487805
1989,LAL,Lakers,1644.043306185567
1989,MIA,Heat,1223.792358536585
1989,MIL,Bucks,1573.9128692307693
1989,NJN,Nets,1369.6757634146347
1989,NYK,Knicks,1576.1300065934065
1989,PHI,Sixers,1518.0238152941174
1989,PHO,Suns,1567.598784042553
1989,POR,Trailblazers,1524.3009011764707
1989,SAC,Kings,1358.4344853658538
1989,SAS,Spurs,1354.478795121951
1989,SEA,Thunder,1536.9715144444451
1989,UTA,Jazz,1570.09630117647
1989,WSB,Wizards,1456.2581121951218
1990,ATL,Hawks,1512.749615853658
1990,BOS,Celtics,1547.2150172413783
1990,CHH,Pelicans,1269.9957548780492
1990,CHI,Bulls,1591.0582316326522
1990,CLE,Cavaliers,1492.745106896552
1990,DAL,Mavericks,1473.113514117647
1990,DEN,Nuggets,1494.795629411765
1990,DET,Pistons,1682.6279088235297
1990,GSW,Warriors,1446.5294231707321
1990,HOU,Rockets,1498.9068
1990,IND,Pacers,1485.0630929411766
1990,LAC,Clippers,1380.3567500000004
1990,LAL,Lakers,1668.2948527472531
1990,MIA,Heat,1269.3649109756102
1990,MIL,Bucks,1514.1986906976742
1990,MIN,Timberwolves,1319.018825609756
1990,NJN,Nets,1299.9804841463422
1990,NYK,Knicks,1538.0522206521741
1990,ORL,Magic,1296.9116036585363
1990,PHI,Sixers,1564.868247826087
1990,PHO,Suns,1628.4836183673467
1990,POR,Trailblazers,1595.7148776699028
1990,SAC,Kings,1359.3005707317075
1990,SAS,Spurs,1511.2220532608696
1990,SEA,Thunder,1502.0651463414633
1990,UTA,Jazz,1573.7470597701147
1990,WSB,Wizards,1438.657393902439
1991,ATL,Hawks,1523.4941367816086
1991,BOS,Celtics,1610.772931182796
1991,CHH,Pelicans,1345.2692
1991,CHI,Bulls,1678.6359373737378
1991,CLE,Cavaliers,1438.9949804878047
1991,DAL,Mavericks,1420.6428243902442
1991,DEN,Nuggets,1331.3658195121955
1991,DET,Pistons,1606.093616494845
1991,GSW,Warriors,1498.1220362637355
1991,HOU,Rockets,1560.5231211764703
1991,IND,Pacers,1473.1410816091955
1991,LAC,Clippers,1384.3496975609753
1991,LAL,Lakers,1651.4660089108909
1991,MIA,Heat,1318.8520682926828
1991,MIL,Bucks,1532.888545882353
1991,MIN,Timberwolves,1364.9903914634142
1991,NJN,Nets,1325.8467073170734
1991,NYK,Knicks,1473.2887929411766
1991,ORL,Magic,1334.8330536585365
1991,PHI,Sixers,1523.5736199999997
1991,PHO,Suns,1634.3220697674421
1991,POR,Trailblazers,1671.1295122448978
1991,SAC,Kings,1323.82452195122
1991,SAS,Spurs,1608.8439395348832
1991,SEA,Thunder,1488.2771505747126
1991,UTA,Jazz,1581.7339857142854
1991,WSB,Wizards,1394.7555329268296
1992,ATL,Hawks,1485.4618182926833
1992,BOS,Celtics,1558.6011499999997
1992,CHH,Pelicans,1394.257112195122
1992,CHI,Bulls,1753.427952884614
1992,CLE,Cavaliers,1584.1197313131313
1992,DAL,Mavericks,1326.521453658537
1992,DEN,Nuggets,1332.7676365853658
1992,DET,Pistons,1542.509242528736
1992,GSW,Warriors,1581.071176744186
1992,HOU,Rockets,1487.9015841463417
1992,IND,Pacers,1508.7072811764708
1992,LAC,Clippers,1479.4787287356323
1992,LAL,Lakers,1530.142309302326
1992,MIA,Heat,1417.3020929411762
1992,MIL,Bucks,1470.480964634146
1992,MIN,Timberwolves,1324.4210475609755
1992,NJN,Nets,1418.2941441860467
1992,NYK,Knicks,1556.14150106383
1992,ORL,Magic,1351.0683975609754
1992,PHI,Sixers,1469.1419926829267
1992,PHO,Suns,1600.5973155555557
1992,POR,Trailblazers,1655.3215864077674
1992,SAC,Kings,1354.0696585365856
1992,SAS,Spurs,1576.9940623529417
1992,SEA,Thunder,1534.704274725275
1992,UTA,Jazz,1605.2903642857145
1992,WSB,Wizards,1376.822130487805
1993,ATL,Hawks,1472.775109411765
1993,BOS,Celtics,1542.1312744186048
1993,CHH,Pelicans,1470.9924120879125
1993,CHI,Bulls,1681.6755277227724
1993,CLE,Cavaliers,1632.6233999999997
1993,DAL,Mavericks,1187.304340243902
1993,DEN,Nuggets,1386.9826243902437
1993,DET,Pistons,1487.7204926829265
1993,GSW,Warriors,1500.4033865853658
1993,HOU,Rockets,1558.3654648936167
1993,IND,Pacers,1519.1310883720928
1993,LAC,Clippers,1522.712971264368
1993,LAL,Lakers,1470.8105126436776
1993,MIA,Heat,1447.5449682926824
1993,MIL,Bucks,1416.5083317073172
1993,MIN,Timberwolves,1302.1512548780493
1993,NJN,Nets,1514.3965839080458
1993,NYK,Knicks,1640.6243804123715
1993,ORL,Magic,1469.903931707318
1993,PHI,Sixers,1392.1798670731705
1993,PHO,Suns,1658.0027424528298
1993,POR,Trailblazers,1597.889115116279
1993,SAC,Kings,1394.8900841463412
1993,SAS,Spurs,1559.5516315217394
1993,SEA,Thunder,1619.8660108910879
1993,UTA,Jazz,1557.0953275862066
1993,WSB,Wizards,1351.157136585366
1994,ATL,Hawks,1601.3654215053764
1994,BOS,Celtics,1444.5151780487809
1994,CHH,Pelicans,1491.7827548780485
1994,CHI,Bulls,1616.1521847826086
1994,CLE,Cavaliers,1580.3060717647063
1994,DAL,Mavericks,1221.5809731707318
1994,DEN,Nuggets,1515.5640191489363
1994,DET,Pistons,1380.0208780487806
1994,GSW,Warriors,1507.4661917647059
1994,HOU,Rockets,1629.5451695238087
1994,IND,Pacers,1561.0082040816326
1994,LAC,Clippers,1413.4459841463413
1994,LAL,Lakers,1415.7692073170736
1994,MIA,Heat,1534.7279574712645
1994,MIL,Bucks,1344.4097256097557
1994,MIN,Timberwolves,1320.971059756098
1994,NJN,Nets,1523.1433755813946
1994,NYK,Knicks,1654.5753121495327
1994,ORL,Magic,1561.438362352941
1994,PHI,Sixers,1381.289578048781
1994,PHO,Suns,1632.8418750000005
1994,POR,Trailblazers,1563.4487058139534
1994,SAC,Kings,1365.2026500000004
1994,SAS,Spurs,1604.2546523255814
1994,SEA,Thunder,1664.9032666666667
1994,UTA,Jazz,1582.8122040816322
1994,WSB,Wizards,1344.0231402439017
1995,ATL,Hawks,1524.822756470588
1995,BOS,Celtics,1432.7487906976746
1995,CHH,Pelicans,1551.3421116279067
1995,CHI,Bulls,1576.9967239130444
1995,CLE,Cavaliers,1539.7584755813953
1995,DAL,Mavericks,1400.6224731707318
1995,DEN,Nuggets,1531.5675505882348
1995,DET,Pistons,1336.5612
1995,GSW,Warriors,1435.9790329268296
1995,HOU,Rockets,1599.6583903846154
1995,IND,Pacers,1610.7860717171718
1995,LAC,Clippers,1309.0537012195123
1995,LAL,Lakers,1509.7597315217388
1995,MIA,Heat,1460.7109304878052
1995,MIL,Bucks,1368.6047890243908
1995,MIN,Timberwolves,1292.3687024390242
1995,NJN,Nets,1455.1705036585372
1995,NYK,Knicks,1610.8513731182795
1995,ORL,Magic,1637.9254533980582
1995,PHI,Sixers,1349.7745853658535
1995,PHO,Suns,1620.0182163043478
1995,POR,Trailblazers,1565.885349411765
1995,SAC,Kings,1469.3960670731708
1995,SAS,Spurs,1641.031290721649
1995,SEA,Thunder,1671.8890197674418
1995,UTA,Jazz,1650.0413735632171
1995,WSB,Wizards,1332.6928426829272
1996,ATL,Hawks,1527.9480739130433
1996,BOS,Celtics,1416.7910914634147
1996,CHH,Pelicans,1497.589174390244
1996,CHI,Bulls,1744.2614679999997
1996,CLE,Cavaliers,1516.0722505882354
1996,DAL,Mavericks,1392.8275914634146
1996,DEN,Nuggets,1469.251375609756
1996,DET,Pistons,1475.858317647059
1996,GSW,Warriors,1435.0210073170724
1996,HOU,Rockets,1596.4992566666663
1996,IND,Pacers,1590.3298080459774
1996,LAC,Clippers,1381.7397951219507
1996,LAL,Lakers,1573.4666802325576
1996,MIA,Heat,1480.495781176471
1996,MIL,Bucks,1378.2595597560978
1996,MIN,Timberwolves,1352.3222134146342
1996,NJN,Nets,1395.8121317073176
1996,NYK,Knicks,1567.4812999999997
1996,ORL,Magic,1620.1441234042554
1996,PHI,Sixers,1282.580640243903
1996,PHO,Suns,1531.447362790697
1996,POR,Trailblazers,1513.2677114942537
1996,SAC,Kings,1454.6175476744188
1996,SAS,Spurs,1642.494316304347
1996,SEA,Thunder,1674.287599029126
1996,TOR,Raptors,1299.4182280487805
1996,UTA,Jazz,1641.59337
1996,VAN,Grizzlies,1234.121419512195
1996,WSB,Wizards,1453.5084304878048
1997,ATL,Hawks,1610.3832032608698
1997,BOS,Celtics,1339.36103902439
1997,CHH,Pelicans,1545.7577447058825
1997,CHI,Bulls,1788.63954059406
1997,CLE,Cavaliers,1539.8437768292683
1997,DAL,Mavericks,1345.3295670731711
1997,DEN,Nuggets,1361.8408865853658
1997,DET,Pistons,1604.308495402299
1997,GSW,Warriors,1408.4688280487806
1997,HOU,Rockets,1590.419755102041
1997,IND,Pacers,1538.1001829268291
1997,LAC,Clippers,1422.9537835294116
1997,LAL,Lakers,1606.8262318681323
1997,MIA,Heat,1625.0408484848488
1997,MIL,Bucks,1428.6864060975615
1997,MIN,Timberwolves,1431.125603529412
1997,NJN,Nets,1358.4249621951215
1997,NYK,Knicks,1590.4015500000007
1997,ORL,Magic,1536.9846896551724
1997,PHI,Sixers,1326.0569902439024
1997,PHO,Suns,1478.232334482759
1997,POR,Trailblazers,1547.8243162790693
1997,SAC,Kings,1413.9996890243901
1997,SAS,Spurs,1377.8120939024395
1997,SEA,Thunder,1658.0295148936166
1997,TOR,Raptors,1370.1560256097562
1997,UTA,Jazz,1688.4449049019604
1997,VAN,Grizzlies,1236.7102390243901
1997,WSB,Wizards,1507.4369494117639
1998,ATL,Hawks,1589.7803069767444
1998,BOS,Celtics,1399.552436585366
1998,CHH,Pelicans,1567.9601461538452
1998,CHI,Bulls,1713.190980582524
1998,CLE,Cavaliers,1555.8893186046507
1998,DAL,Mavericks,1314.5713024390247
1998,DEN,Nuggets,1225.104035365853
1998,DET,Pistons,1525.5753475609758
1998,GSW,Warriors,1299.0450036585369
1998,HOU,Rockets,1534.0587862068967
1998,IND,Pacers,1627.5006397959185
1998,LAC,Clippers,1328.368334146341
1998,LAL,Lakers,1656.8773252631577
1998,MIA,Heat,1630.172072413794
1998,MIL,Bucks,1457.0754792682924
1998,MIN,Timberwolves,1481.692325287356
1998,NJN,Nets,1503.423895294118
1998,NYK,Knicks,1576.5528989130437
1998,ORL,Magic,1479.8246731707316
1998,PHI,Sixers,1392.473040243903
1998,PHO,Suns,1572.806618604651
1998,POR,Trailblazers,1548.4381895348833
1998,SAC,Kings,1416.677637804878
1998,SAS,Spurs,1527.2310274725273
1998,SEA,Thunder,1650.7886684782604
1998,TOR,Raptors,1327.9629658536585
1998,UTA,Jazz,1683.913160784313
1998,VAN,Grizzlies,1281.099132926829
1998,WAS,Wizards,1524.3472756097565
1999,ATL,Hawks,1584.0312898305078
1999,BOS,Celtics,1434.9575699999998
1999,CHH,Pelicans,1511.1367980000002
1999,CHI,Bulls,1496.7912920000006
1999,CLE,Cavaliers,1523.9462219999998
1999,DAL,Mavericks,1373.153966
1999,DEN,Nuggets,1295.3012079999999
1999,DET,Pistons,1566.9640981818181
1999,GSW,Warriors,1389.8050340000002
1999,HOU,Rockets,1518.030596296296
1999,IND,Pacers,1628.2709888888883
1999,LAC,Clippers,1277.208158
1999,LAL,Lakers,1619.301572413793
